Classification of NSWR coaching stock, 1892-1938|Park, M. A.|This is a listing of carriages used by the NSWR from 1892 to 1938 showing type description, number of wheels, builder, year of manufacture, and numbers of vehicles used during these years. Article is continued in Bn 8, Jun 1938, |1|7|May|1938|54-57
NSW tramways - East to West Maitland|Thomas, C. B.; Singleton, C. C.|This article describes the early operation of this tramway which was in existence from 1909 to 1927. 1 sketch map. |1|7|May|1938|58-59
Classification of NSWR coaching stock, 1892-1938|Park, M. A.|This is a listing of carriages used by the NSWR from 1892 to 1938 showing type description, number of wheels, builder, year of manufacture, and numbers of vehicles used during these years. Article is continued in Bn 8, Jun 1938, |1|8|Jun|1938|61-63
Gunnedah coal siding to Black Jack colliery private railway|Park, M. A.|This is a short description of this siding and line.  The locos used are listed.|1|8|Jun|1938|64
Gunnedah coal siding to Black Jack colliery private railway|Singleton, C. C.|This is a short description of this siding and line. The locos used are listed. 1 sketch map. |1|8|Jun|1938|64
Impressions of railway travel in NSW in the late 'eighties [ 1880s ]|Baggs, H.|These are the personal recollections of an acute observer who first travelled on the NSWR in 1886. Details of train speeds are given. Extracts from the train timing records of this writer appear in Bn 119, Sep 1947, 40-1. The writer was the first Patron of the ARHS. |2|9|Jul|1938|1-5
Fairfield to Widemere Quarry private railway|Singleton, C. C.|This is a brief account of a 6 km line that carried rock from the Prospect Quarry to Fairfield. Details of 2 locos used are given. 1 sketch map. |2|9|Jul|1938|7
Queensland Railways - key to loco classes and renumbering, 1865-1938|Park, M. A.|This listing of locos is arranged by date of first service showing class, type, builder, date, number in class and road numbers. |2|10|Aug|1938|9-10
The Melbourne Outer Circle railway|Buckland, J. L.|This article describes the condition of the line in 1938, along with a brief history. 2 sketch maps. |2|10|Aug|1938|11-13
NSW 'KAM' composite sleeping car|Singleton, C. C.|This is a short description of a group of 3 sitting/sleeping composite cars built in 1938 for the Melbourne Limited traffic. 1 diagram. |2|10|Aug|1938|15
NSWR Z-28 and Z-29 class locomotives (old J-131,J-483 and J-522 classes)|Anonymous|This article covers the 11 2-8-0 type Class Z-28 locos placed in service in 1879, and the 12 2-8-0 type Class Z-29 locos introduced in 1891. |2|11|Sep|1938|18-21
Kiama quarry and Kiama Harbour private railway|Singleton, C. C.|From 1914 to 1936 this line was used to carry rock. The locos used are listed. 1 sketch map. |2|11|Sep|1938|22
Emu Plains to gravel pits private railway|Singleton, C. C.|This line 2 km long connected the gravel beds of Emu Island in the Nepean River with the western main line at Emu Plains station. Details are given of 3 locos used. 1 sketch map. |2|11|Sep|1938|23
NSWR E-17 (X-10) class 0-6-0 goods locomotives|Anonymous|This is an account of 9 locos placed in service between 1865 and 1867, six on the southern and western lines and three on the northern lines. |2|12|Oct|1938|26-28
Locomotives of the Parramatta to Parramatta wharf tramway at 30 june 1938|Singleton, C. C.|This is a list of the 10 locos in use on this fine at 30 June 1938 showing road number, wheel arrangement and diameter of driving wheels, cylinder dimensions, builder, builder's number, date and remarks. |2|12|Oct|1938|29
List of NSWR locomotives in original notation prior to 1924|Singleton, C. C.|This is a long listing of each loco given a road number from 1 to 1454 in the notation preceding that introduced in 1924 . Details given include the later 1924 road number, class, builder, builder's number, date in service and remarks. For road numbers which were carried by several locos, details are given for each of these locos. Article is continued in Bn 14 Dec 1938 p 50, Bn 15 Jan 1939 p 9, Bn 17 Mar 1939 p 29, Bn 18 Apr 1939 p 38, Bn 20 Jun 1939 p 60, Bn 21 Jul 1939 p 10, Bn 23 Sep 1939 p 27, Bn 24 Oct 1939 p 40, Bn 26 Dec 1939 p 69, Bn 27 Jan 1940 p 12, Bn 29 Mar 1940 p 31, Bn 30 Apr 1940 p 48, Bn 32 Jun 1940 p 69, Bn 33 Jul 1940 p 5, Bn 35 Sep 1940 p 26, Bn 36 Oct 1940 p 44, Bn 37 Nov 1940 p 53, Bn 39 Jan 1941 p 6, Bn 41 Mar 1941 p 29, Bn 42 Apr 1941 p 40, Bn 43 May 1941 p 51, Bn 44 Jun 1941 p 66, Bn 45 Jul 1941 p 3, Bn 46 Aug 1941 p 22, Bn 47 Sep 1941 p 30, Bn 48 Oct 1941 p 45, Bn 49 Nov 1941 p 59, Bn 50 Dec 1941 p 72, Bn 51 Jan 1942 p 4, Bn 52 Feb 1942 p 21, Bn 55 May 1942 p 67, Bn 56 Jun 1942 p 77, Bn 57 Jul 1942 p 7, Bn 58 Aug 1942 p 26, and Bn 59 Sep 1942 p 40. |2|12|Oct|1938|30
Mount Pleasant colliery to Wollongong Harbour private railway|Matthews, H. H.|This is a brief description of this coal railway built to the unusual gauge of 3 ft 8 1/4 in, and details of the 3 locos used at 31 Dec 1937. 2 sketch maps. |2|12|Oct|1938|31-32
Report on railways in Victoria, 1856|Anonymous|This is an extract from a report dated 15 Nov 1856 describing the activities of the Melbourne and Hobsons Bay Company. |2|13|Nov|1938|34
Key to SAR locomotive classes, 1856-1938|Anonymous|This is a listing of 1600 mm gauge and 1067 mm gauge locos according to the date the type was first put into service. Details shown include class, type, builder, year in service, road numbers and notes. |2|13|Nov|1938|35-36
Statistics of locomotives constructed for various state railway administrations by individual builders|Anonymous|To 1938 some 3357 locos had been constructed in Australia and 2684 overseas. This table shows for each Australian and New Zealand administration the numbers built by each manufacturer. |2|13|Nov|1938|37-38
Maroochy Shire tramways|Singleton, C. C.|This short article describes the Buderim Mountain Railway, the Mapleton Tramway and the lines of the Maroochy Shire Tramway. All of these were constructed to transport the products of the Maroochy district to the local railway stations. 1 sketch map shows the route of the Mapleton Tramway. |2|13|Nov|1938|40
Sketch of early railways of Victoria|Singleton, C. C.|This article describes the early railways, mostly privately-owned ones around Melbourne. Key dates are given and locations indicated. 1 sketch map. |2|13|Nov|1938|41
Rosstown Junction railway|Gavan Duffy, C. D.|This railway was constructed in the southern suburbs of Melbourne between Elsternwick and Oakleigh, but was never used. The article describes the line with brief historical details. 1 sketch map. |2|13|Nov|1938|42-43
Some notes on railways in the Newcastle district, 1853-1875|Wylie, R. F.|This article covers the various proposals and events leading to the construction of the government railway from Newcastle in the 1850s. 1 sketch map. |2|14|Dec|1938|45-47
NSWR old S-29 class locomotives (new x-10 class)|Park, M. A.|This class of four 0-6-0 saddle tank locos was introduced in 1864. A detailed history of each loco is given. |2|14|Dec|1938|48-49
Stanford Merthyr-Hebburn steam tramway|Thomas, C. B.|In 1903 a branch line nearly 1 km long was opened from Hebburn Colliery to join with the Aberdare branch of the East Grate Mining Coy's railway near Weston. Miners were transported between Kurri and the colliery over this line. 1 sketch map. |2|14|Dec|1938|51-52
The Fish'- seventy years of history [2]|Park, M. A.|This is an outline history of this famous train from 1867 to April 1938. Article is continued in Bn 18, Apr 1939, |3|15|Jan|1939|2-5
The Fish'- seventy years of history [1]|Park, M. A.|This is an outline history of this famous train from 1867 to April 1938|3|15|Jan|1939|2-5
Australia and the Mersey railway|Park, M. A.|This article covers nine 0-6-4 tank locos built for the Mersey Railway in the UK, tour of which were purchased and brought to Australia for use on J & A Brown's railway from Hexham to the Minmi and Pelaw Main Collieries. |3|15|Jan|1939|6-7
Weston to Hebburn collieries private railway|Singleton, C. C.|This is a brief account of the railway from Aberdare to the Hebburn Collieries constructed in 1903. The locos used are listed. |3|15|Jan|1939|8
List of Queensland private railways|Singleton, C. C.|This is an incomplete list of all private railways in Qld showing name of fine, gauge, purpose and nearest station on the QR. Additional information from K Rogers appears in Bn 86, Feb 1945, p 28 and Bn 94, Aug 1945, p 26. |3|16|Feb|1939|17-18
List of locomotives of Emu Bay Railway Company|Singleton, C. C.|This listing briefly describes the steam locos introduced onto this line up to 1929. 1 sketch map. |3|16|Feb|1939|19
NSWR steam loco register as at 31 Dec 1870|Anonymous|This is a listing of individual locos showing road numbers, wheel arrangement, builder, builder's number, date and remarks. |3|17|Mar|1939|1-2
Register of VR locomotives in 1872|Poole, L. G.|This listing shows renumbering and the subsequent 1886 classification. It includes builder's numbers and describes the numbering used prior to the 'odds and evens' system. This list should be checked against later research. Additional information from H Baggs appears in Bn 1 9, May 1939, p 49. |3|17|Mar|1939|21-28
NSWR F-351 class 2-4-0 suburban tank locomotives (now x-1 0 class)|Park, M. A.|This is an account of the purchase and use of these 18 locos. Technical details are included. |3|17|Mar|1939|23-24
NSWR loco classification sheet, march 1939|Anonymous|This listing shows each class of locos on NSWR in March 1939 according to old class, wheel arrangement, builder, date, and road numbers in use. |3|17|Mar|1939|25-26
The Aberdare railway|Thomas, C. B.|This is an account of the extension of the railway to Cessnock in the years 1902 to 1918. |3|17|Mar|1939|30-31
The Fish'- seventy years of history [2]|Park, M. A.|This is an outline history of this famous train from 1867 to April 1938|3|18|Apr|1939|33-34
NSWR M-40 (new Z-11) class 4-4-2 type suburban tank locomotives|Park, M. A.|This class of 15 locos was introduced into service in 1891. |3|18|Apr|1939|35-36
New car sets for Newcastle and intercity express trains|Singleton, C. C.|This is a description of the carriages rebuilt to make up car sets 77 and 78. 1 diagram. |3|18|Apr|1939|37
Private railways at Dunmore and Bass Point quarries, ShellHarbour, and at Bombo|Singleton, C. C.|This article briefly describes these railways and lists the locos used. 2 sketch maps. |3|18|Apr|1939|39-40
Key to VR loco classes, 1859-1938|Buckland, J. L.; Park, M. H. A.|This listing of all locos to 1938 shows type, builder, date in service and original road numbers. |3|19|May|1939|42-44
Engine no. 5, Hobson's Bay railway|Rolland, J. C. M.|This brief article covers the genesis, life and fate of Hobson's Bay Railway 0-4-OWT type locos Nos 5 and 24. |3|19|May|1939|48
The Belmont Shire Council's railway [Earlier article]|Stephens, E. M.|This short history concentrates on the construction, train services (with the 1915 timetable displayed), traffic, line description and stations en route, and the motive power (including tram motor) used on this 1067 mm gauge line from Norman Park to Belmont, near Brisbane. There is little mention of the Shire's involvement. 1 photo, 1 map. Contribution from JW Knowles appears in Bn 277, Nov 1960, |3|19|May|1939|50-51
Newcastle express trains - ten years of service|Park, M. A.|This article describes the times taken for passenger trains between Sydney and Newcastle, and especially since the Newcastle Express was introduced in 1929. |3|20|Jun|1939|53-56
NSWR l-304 (Z-21) and l-436 (Z-22) class 2-6-0 locomotives|Park, M. A.|This is an account of these two loco types, with technical descriptions. |3|20|Jun|1939|57-59
Fassifern to Toronto tramway|Singleton, C. C.; Thomas, C. B.|This line was opened in 1891 by a private company and was taken over by the NSWR on 28 Aug 1910. 4 sketch maps. |3|20|Jun|1939|61-63
The railway crossing of the Blue Mountains [1]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |4|21|Jul|1939|1-4
The railway crossing of the Blue Mountains [2]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |4|21|Jul|1939|4-8
Table showing renumbering of NSWR locomotives, 1864-1924|Park, M. A.|This table shows all locos which had their original (pre-1924) road numbers changed before the 1924 renumbering and the new road numbers issued and year of change. Many of these locos had been scrapped before 1924 but those in service in 1924 were allocated numbers in the 10, 12, 13, 14, 19, 20, 24, 25 and 29 Classes. |4|21|Jul|1939|9
Recent improvements on the Kurrajong branch|Singleton, C. C.|This article outlines the reasons for the introduction of additional crossings on this line. 3 diagrams. |4|21|Jul|1939|11-12
List of private railways in WA and approximate mileage thereof|Anonymous|This is a listing of private railways in WA showing company, total mileage, junction stations with the WAGR, section of the WAGR involved, and approximate length of each individual line. |4|22|Aug|1939|15
Dates of commencement of electric train services on the various Melbourne suburban lines|Buckland, J. L.|This listing covers opening dates from 23 May 1919 to 10 Apr 1934. |4|22|Aug|1939|16
Key to locomotive classes of the Commonwealth Railways, 1914-1938|Park, M. A.|This presentation shows separately the 1435 mr and 1067 mm gauge locos by class. type, builder, date in service, and road numbers. |4|22|Aug|1939|17
NSWR P-6 (now C-32) class 4-6-0 passenger locomotives|Park, M. H. A.; Singleton, C. C.||4|23|Sep|1939|23-26
NSWR P-6 (now C-32) Class 4-6-0 Passenger Locos|Park, M.|The first of this class of 191 locos was placed in service by the NSWR in 1892. An additional 22 locos of this type were built for the Trans-Australian Railway in 1914 as Class G. |4|23|Sep|1939|24-26
The railway crossing of the Blue Mountains [3]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |4|23|Sep|1939|28-31
J & A Brown and Abermain Seaham Collieries Ltd private railway Hexham section|Singleton, C. C.|This article describes this coal railway in the 1860s and the system that developed around Hexham. A list of locos used is given. 1 sketch map. |4|23|Sep|1939|32-35
NSWR 48 class 0-6-0 type tank locomotives (rebuilt as 23n class tender locomotives)|Anonymous|This is an account of this class of four locos, with technical specifications. |4|24|Oct|1939|37-39
The railway crossing of the Blue Mountains [4]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |5|24|Oct|1939|41-44
Table showing NSWR locomotives built by railway works and Eveleigh shops|Anonymous|This table lists individual classes according to works numbers, class, wheel arrangement, road numbers (old series) and date. |4|24|Oct|1939|46
The locomotives of the Tasmanian Main Line Railway|Park, M. A.|This article details this railway's loco fleet. Details of individual locos including builders, builder's numbers, and some detail of disposal, are tabulated. Train working is briefly mentioned, and an early timetable included. 3 diagrams. |4|25|Nov|1939|46-51
Key to TGR locomotive classes, 1871-1939|Park, M. A.|This is a listing of TGR loco classes up to 1939 showing builders, years placed in service and road numbers. |4|25|Nov|1939|52
Australasian railway speeds [1]|Anonymous|This listing shows the fastest trains by stations of origin and destination, distance, time, speed and train numbers. Included are trains on 1067 mm gauge lines with non-stop runs of 40 miles and over and with start to stop average speeds of 35 mph and over. For 1435 mm gauge trains non-stop runs of 50 miles and over are included together with all average speeds of 47 mph and over. Article is continued in Bn 26, Dec 1939, |4|25|Nov|1939|54-55
The Mount Morgan rack railway|Murray, D.|This describes the 20 km long railway between Kabra and Mount Morgan which was opened in 1898. This line included a 2 km section of rack operation between Moonmera and Moongan. 1 sketch map. |4|25|Nov|1939|60-61
Manly tramways, 1903-1939|Gledhill, P. W.|This is a detailed account of the introduction, running and withdrawal of the tramway serving Manly. 1 sketch map, 5 diagrams. |4|26|Dec|1939|63-68
Australasian railway speeds [2]|Anonymous|This listing shows the fastest trains by stations of origin and destination, distance, time, speed and train numbers. Included are trains on 1067 mm gauge lines with non-stop runs of 40 miles and over and with start to stop average speeds of 35 mph and over. For 1435 mm gauge trains non-stop runs of 50 miles and over are included together with all average speeds of 47 mph and over. Article is continued in Bn 26, Dec 1939, |4|26|Dec|1939|70-72
NSWR extension from Sutherland to Cronulla|Singleton, C. C.|This branch line in the southern suburbs of Sydney was opened in 1939. 1 sketch map. |4|26|Dec|1939|73-75
NSWR new steel centre aisle tourist carriages|Singleton, C. C.|This is a short description of the 'N' group of carriages introduced in 1939. 1 diagram. |4|26|Dec|1939|76
The railway crossing of the Blue Mountains [5]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |5|27|Jan|1940|1-7?
NSWR Q-158 class 4-4-0 type tank/tender and r-285 (later Z-18 and x-10) class 0-6-0 type tank locomotives|Anonymous|This is an account of these loco classes with technical details included. 4 diagrams. |5|27|Jan|1940|2-6
The Sutherland to Cronulla tramway|Singleton, C. C.|This steam tramway operated in south Sydney from 1911 to 1932. |5|27|Jan|1940|13-14
VR's American type engines Nos. 162 and164|Rolland, J. C. M.|These 4-4-0 locos classed as Rogers D served from 1877 to 1907. This article makes brief reference to their appearance and the services they operated. |5|28|Feb|1940|20
The railways of Western Australia|Buckland, J. L.|This is a very brief history of the railways in WA covering the WAGR, the Great Southern Railway (to Albany) and the Midland Railway (to Walkaway). |5|28|Feb|1940|21-22
The railways of Rockhampton|Singleton, C. C.|Railways from Rockhampton began in 1867. This article describes the various lines constructed and mentions the suburban rail services that were provided. 1 sketch map, 2 diagrams. |5|28|Feb|1940|23-25
NSWR N-67 (later X-10) and P-127 classes 0-6-0 type tank locomotives|Park, M. A.|This is a listing of the individual locos in each of these classes with technical specifications for each type. |5|29|Mar|1940|27-30
Tramway from Falcon St Junction to Suspension Bridge and Northbridge|Clark, L. A.|This is an account of the line which was opened to the Suspension Bridge across Long Bay in Apr 1909 and extended to Northbridge in 1914. 1 sketch map. An addendum to this article appears in Bn 31, May 1940, p 58. |5|29|Mar|1940|32-35
The railway crossing of the Blue Mountains [6]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |5|29|Mar|1940|36-39
The Sydney railway company Australia's first railway project|Anonymous|This is a short but concise history from 1848 to 1855 of the first railway company in Australia. |5|30|Apr|1940|40-43
The railway crossing of the Blue Mountains [7]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |5|30|Apr|1940|44-47
The Geelong and Melbourne railway|Park, M. A.|This article describes the formation of the company in 1853, the construction of the railway, and its operation. Brief details of the locos used are given. 2 diagrams. |5|31|May|1940|50-53
Adelaide-Port Adelaide and Adelaide-smithfield passenger timetables, october 1857|Anonymous|These timetables show 39 return journeys each week from Adelaide to Port Adelaide and 20 return journeys each week from Adelaide to Smithfield in October 1857. |5|31|May|1940|54
Tramway from Falcon St Junction to Suspension Bridge and Northbridge [Addendum]|Clark, L. A.|This is an account of the line which was opened to the Suspension Bridge across Long Bay in Apr 1909 and extended to Northbridge in 1914. 1 sketch map. An addendum to this article appears in Bn 31, May 1940, p 58. |5|31|May|1940|58
Victorian private railways and tramways, 1854-1939 [1]|Johnson, W. R. B.; Buckland, J. L.; JCM Rolland; Gavan Duffy, C. D.|This article tabulates details of some 80 lines under the following headings: From, to, engines, length, gauge, date opened, owner, notes. There is no narrative. Article is continued in Bn 32 Jun 1940 p 73, Bn 33 Jul 1940 p 6, and Bn 34 Aug 1940 p 32. |5|31|May|1940|62
Some notes on the express passenger locomotives of the VR|Anonymous|Locos prior to the 4-6-0 types are reviewed. Specific dates and dimensions are provided. |5|31|May|1940|65-67
Menangle viaduct|Wylie, R. F.|This viaduct was opened in 1862. This article describes the events leading to its construction and the alterations made to it since. |5|32|Jun|1940|63-64
NSWR and the 1940 coal strike conditions|Anonymous|This is a report of the effects on the NSWR of the 1940 general coal strike. |5|32|Jun|1940|70-71
Victorian private railways and tramways, 1854-1939 [2]|Johnson, W. R. B.; Buckland, J. L.; JCM Rolland; Gavan Duffy, C. D.|This article tabulates details of some 80 lines under the following headings: From, to, engines, length, gauge, date opened, owner, notes. There is no narrative. Article is continued in Bn 32 Jun 1940 p 73, Bn 33 Jul 1940 p 6, and Bn 34 Aug 1940 p 32. |5|32|Jun|1940|73
Victorian private railways and tramways, 1854-1939 [3]|Johnson, W. R. B.; Buckland, J. L.; JCM Rolland; Gavan Duffy, C. D.|This article tabulates details of some 80 lines under the following headings: From, to, engines, length, gauge, date opened, owner, notes. There is no narrative. Article is continued in Bn 32 Jun 1940 p 73, Bn 33 Jul 1940 p 6, and Bn 34 Aug 1940 p 32. |5|33|Jul|1940|6
NSWR H-373 (later Z-17) class 4-4-0 passenger locomotives|Park, M. A.|This class of 12 locos was introduced in 1887. |6|33|Jul|1940|7-9
Sugarcane tramways of the Tweed River district|Singleton, C. C.|This is a brief account of the Crabbe's Creek, Condong and Cudgen lines. 2 sketch maps. |6|33|Jul|1940|10
The railway crossing of the Blue Mountains [8]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |6|33|Jul|1940|65-86
The Melbourne, Mount Alexander and Murray River railway company and the williamstown railway|Park, M. A.|This article covers the beginnings of the company in 1852 and traces development until 1859. Extracts are quoted from construction contracts. |6|34|Aug|1940|11-14
The Powelltown tramway [1]|Buckland, J. L.|This article describes the 914 mm gauge railway of the Victorian Hardwood and Sawmilling Company. The topography of the line is detailed and the mode of operation indicated. 1 sketch map. An extension of the article dealing with the locos used appears in Bn 35, Sep 1940, |6|34|Aug|1940|20-22
Victorian private railways and tramways, 1854-1939 [4]|Johnson, W. R. B.; Buckland, J. L.; JCM Rolland; Gavan Duffy, C. D.|This article tabulates details of some 80 lines under the following headings: From, to, engines, length, gauge, date opened, owner, notes. There is no narrative. Article is continued in Bn 32 Jun 1940 p 73, Bn 33 Jul 1940 p 6, and Bn 34 Aug 1940 p 32. |5|34|Aug|1940|32
NSWR G-23 (later cG-23 and Z-14) class passenger locomotives|Park, M. A.|This is a brief account of the 13 locos in this class, with technical specifications given for Classes G-23 and Z-14. |6|35|Sep|1940|23-25
The railway crossing of the Blue Mountains [9]|Singleton, C. C.; Wylie, R. F.|This article describes in detail the extension of the Western Line from Penrith to Bathurst. 9 sketch maps, 5 diagrams. Article is continued in Bn 23 Sep 1939 |6|35|Sep|1940|27-29
The Powelltown tramway [2]|Buckland, J. L.|This article describes the 914 mm gauge railway of the Victorian Hardwood and Sawmilling Company. The topography of the line is detailed and the mode of operation indicated. 1 sketch map. An extension of the article dealing with the locos used appears in Bn 35, Sep 1940, |6|35|Sep|1940|30-31
Private railways serving Abermain collieries nos. 1, 2 and 3|Thomas, C. B.|This is a brief history of the line serving these collieries . A list of the locos and coaching stock used is included. 1 sketch map. |6|35|Sep|1940|33-34
Classification and numeration of NSW locomotives|Anonymous|This article briefly explains the reasons for having had three distinct loco classifications on the NSWR. |6|36|Oct|1940|39
Goolwa and Victor Harbour railway [1]|Singleton, C. C.|This is a brief description of this horse operated line opened for traffic from Goolwa to Port Elliot on 18 May 1854. It was extended to Victor Harbour on 4 Aug 1864, and to Strathalbyn on 23 Feb 1869. 1 sketch map. |6|36|Oct|1940|45-46
New Redhead Company's Railway|Matthews, H. H.|This is a description of this 16 km long line from Adamstown to Belmont. |6|37|Nov|1940|48-49
Goolwa and Victor Harbour railway [2]|Singleton, C. C.|This is a brief description of this horse operated line opened for traffic from Goolwa to Port Elliot on 18 May 1854. It was extended to Victor Harbour on 4 Aug 1864, and to Strathalbyn on 23 Feb 1869. 1 sketch map. |6|37|Nov|1940|48-49
NSWR main southern line [1]|Singleton, C. C.|This is a very detailed description of the NSWR line from Granville to Albury. 9 sketch maps, 60 diagrams. Article Is continued in Bn 37 Nov 1940 |6|37|Nov|1940|50-52
The rubicon tramway|Singleton, C. C.; Johnson, W. R. B.|This 610 mm gauge timber railway south of Alexandra was originally steam powered but later operated the first Australian diesel loco. This article briefly describes the line, its history, and its rolling stock. 2 sketch maps. |6|37|Nov|1940|54-55
Mount Keira railway|Singleton, C. C.|This short coal line is located near Wollongong. 1 sketch map. |6|37|Nov|1940|56-58
NSWR C-79 and CC-79 (later Z-12 and Z-13) class locomotives|Park, M. A.|Some 68 4-4-0 tender locos of Class 12 were placed in service from 1877 and 20 of these were later converted to Class 13 4-4-2 tank locos. |6|38|Dec|1940|59-62
Suburban lines of Adelaide [1]|Singleton, C. C.|This article describes the Adelaide suburban railway operations in 1940. 1 sketch map. Article is continued in Bn 39 Jan 1941 |6|38|Dec|1940|63-67
NSWR main southern line [3]|Singleton, C. C.|This is a very detailed description of the NSWR line from Granville to Albury. 9 sketch maps, 60 diagrams. Article Is continued in Bn 37 Nov 1940 |6|38|Dec|1940|68-72
The Melbourne cable trams|Matthews, H. H.|This is a brief history of Melbourne's cable tram network which includes details of its genesis, operation and demise, rolling stock and permanent way. 1 sketch map. |7|39|Jan|1941|1-5, 11
